"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Profundidad de desplazamiento diaria en el artículo","Tiempo medio dedicado al artículo","Otros clics","Visualizaciones de fotos","Clics en el enlace","Total de clics","Segundos reproducidos de media","Reproducciones de vídeo de 60 segundos","Reproducción de vídeo de 3 segundos","Segundos reproducidos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Personas alcanzadas",Impresiones,"Comentarios negativos únicos de los usuarios: Ocultar","Comentarios negativos únicos de los usuarios: Ocultar todo"
456640995985175,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/02/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0K1wJAAeMifCj9go9qxLVh1N3NrPUT1s3B3wkMWLyj2EnyQ63mVtwTmiLMFxeekoJl,0,Foto,,,,,Total,0,0,24,19,,43,0,0,0,0,0,61,10,71,1145,1185,,
456739135975361,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/03/2022 00:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kPDPqHXyH9eWjEjmQZT3QS5eCXjB4Q22zfaWnm3BaYEkCSuEZ7PvJHBFmD5NJhGhl,0,Foto,,,,,Total,0,0,122,169,,291,0,0,0,0,0,34,7,41,1554,1598,,
457511282564813,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/04/2022 07:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DaYAcryEazQ8pqemACavQmAAT74VkyBzcs4qEqxSJVMWywS2jc9PWG3KrfibWxjwl,0,Foto,,,,,Total,0,0,212,64,,276,0,0,0,0,4,57,11,72,1535,1588,,
457844239198184,103185414664070,"Philosophical Gym Bro",,"Blatantly stolen",0,"01/04/2022 21:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TYYpt3qeJYxBCYG4ems61KWcQSrTL3ssCNPYwBhQvuJVTAn3Z2f3guSeGJX2WtFZl,0,Foto,,,,,Total,0,0,102,27,1,130,0,0,0,0,9,76,9,94,1855,1869,,
458186945830580,103185414664070,"Philosophical Gym Bro","Carl Jung's Dank Archetype Stash 2 Anima's return.",,0,"01/05/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02APXzgKYrVjtVmN9nTLxgS4n6E8rhnYBrwKJiPnSByTr2DLUPQVYjMEx9J9Jcc568l,0,Otro,,,,,Total,0,0,114,36,13,163,0,0,0,0,1,81,12,94,1615,1690,,
458484772467464,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/05/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02FeLgejNjjcfdAaa98MmdcBLxSFbZ9SKaKj1rpGdkDe846HEcCtePAro6Fid8tB5el,0,Foto,,,,,Total,0,0,67,45,,112,0,0,0,0,0,58,6,64,1384,1437,,
458499225799352,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/05/2022 23:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02BFt49kUxUY5biu21LUfT2TSazYBGQXJKgCX5Feuos7kT4MbdC9d5bVLwN8RvhkTkl,0,Foto,,,,,Total,0,0,9,7,,16,0,0,0,0,0,19,2,21,917,924,,
458783089104299,103185414664070,"Philosophical Gym Bro",,"From now on, gonna refer to cooking as ""Predigesting"" in order to focus on the nutritional aspect and educate folks about human evolution. 😤",0,"01/06/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Yr5qPYGqAHy8j9a1wtmza7cL5BtBvqZozhYdBGkaSnDXN1vYBND3743g2xknSwZLl,0,Texto,,,,,Total,0,0,20,,,20,0,0,0,0,3,24,0,27,967,988,,
458792209103387,103185414664070,"Philosophical Gym Bro",,"O.C. 

Actually this is a subject of some debate, because although Freud had read Darwin and is known to have referred to him in some of his letters and writings, it's possible that he was really more compelled by what we'd refer to as ""Proto-Darwinist"" thought, including such concepts as phylogeny. I, Gymmin, feel compelled to admit my relative ignorance on the topic.

However, the harmony of the evolutionary and psychoanalytic views is the concept of the human mind as being a reaction to the environment which it developed in, including on the long term of the development of the human species.",0,"01/07/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Dt7wpFqrDQVwrjnqnmcypJFVxKiaz3C164ssHDacKDvJNc7msUuxykbuXqwZToYCl,0,Foto,,,,,Total,0,0,81,112,,193,0,0,0,0,5,45,3,53,1495,1553,1,
459589055690369,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",Reminder,0,"01/07/2022 15:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0yoEAy5XUaSBt9jjAGgVvmmEVQgMRr72PWjXPKwY6fkW2SJZs5UUev68G612fGRjpl,0,Foto,,,,,Total,0,0,18,12,,30,0,0,0,0,0,35,6,41,1090,1122,,
459684592347482,103185414664070,"Philosophical Gym Bro",,"OC
Eukaryosis was a mistake.",0,"01/07/2022 20:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid037fWNHqYoiHUYzbyYe7etzqK4WUiyHMZfM3S3Bqwdn3XBQD2o3jEqzeEWEao4WDDDl,0,Foto,,,,,Total,0,0,28,21,,49,0,0,0,0,2,136,24,162,2178,2282,,
459769555672319,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/07/2022 23:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02MZG2f7F4pPwpt5WCkftQTTPHuza115Q5xn8YC96Pynsz2akkEfGreUkroGo82w4vl,0,Foto,,,,,Total,0,0,108,127,,235,0,0,0,0,1,44,3,48,1497,1547,,
459770145672260,103185414664070,"Philosophical Gym Bro","Adeptus Shitpostium",,0,"01/07/2022 23:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0jkQqJD65rNxnpgUowSnKEGvNNtBSofDn1ccY3fppws1RoTt7SGviDyTMJn4xJJa8l,0,Enlace,,,,,Total,0,0,58,38,,96,0,0,0,0,0,86,11,97,1586,1684,,1
460032558979352,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/08/2022 09:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0N6Vh3XdsbmkCjj7eCpENCLRrwRDkLBNd87gmUAtytH6dXHWBRovDmXKbLJsJSrBnl,0,Foto,,,,,Total,0,0,43,50,,93,0,0,0,0,0,112,17,129,1426,1462,,
460149428967665,103185414664070,"Philosophical Gym Bro",,"Autobiographical O.C.",0,"01/08/2022 14:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02pCN81gsbEJnjtzLWxcrcbJmMuDpoM1jBykAggaGdH3nEKFRtcmF8Cd1MjHw5Q9jel,0,Foto,,,,,Total,0,0,67,121,,188,0,0,0,0,4,27,4,35,1828,1892,,
460357498946858,103185414664070,"Philosophical Gym Bro",,,0,"01/08/2022 23:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02CLnYeVD9DMZR3ZdLuw22XF2CyTXwpvMkEyZDjpk1DBVZxGzLCNzCxUSp7EzX6kE8l,0,Foto,,,,,Total,0,0,26,11,,37,0,0,0,0,2,77,11,90,1768,1790,,
460802982235643,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/09/2022 17:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0EiigbgLfBGk4i3iNoTdT2b8k4JJPCjw6v74axFyjqsDzdUBVY6gChmJia4gdQhmBl,0,Foto,,,,,Total,0,0,47,14,,61,0,0,0,0,2,43,3,48,1145,1195,,
461429222173019,103185414664070,"Philosophical Gym Bro",,OC,0,"01/10/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hHZib7tsYSrrhXtq3oCzBkMurmMMbFAzn9Y4kEHvSgNVq6yzvJa3xhdm2Lz6LQ51l,0,Foto,,,,,Total,0,0,32,6,,38,0,0,0,0,4,25,1,30,1316,1370,,
461823875466887,103185414664070,"Philosophical Gym Bro","Fotos subidas con el móvil",,0,"01/11/2022 11:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0G5gJND1iPYXGXdeQiPiWajxdZs1jG1UaWqJ84SadWqS8QisL1qTJRMjJs38hoRKel,0,Foto,,,,,Total,0,0,8,8,3,19,0,0,0,0,0,6,1,7,508,540,,
462069782108963,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/11/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qbwpSJZQ9qaTTr4stvZnXbg48GJe48sCQC643tk3tusDaPcgZcjkvTVuhTPp8rwHl,0,Foto,,,,,Total,0,0,101,37,,138,0,0,0,0,4,116,13,133,1825,1865,,
462329658749642,103185414664070,"Philosophical Gym Bro",,,0,"01/12/2022 08:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0e1eYTSmhGdvVNmQMH64b8GPySam7ZRd3Pr5tbuGJkWg9HxHNBJ7fMyGwB7Zr6PWzl,0,Foto,,,,,Total,0,0,2,7,,9,0,0,0,0,0,20,2,22,704,739,,
462466118735996,103185414664070,"Philosophical Gym Bro","Actualización de estado","Ngl The King in Yellow is better than like 95% of Lovecraft",0,"01/12/2022 14:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02nfgmB82bPiMrwyK63d3W5abMQQQr7kmew5xU6axkgCmDywnYk9nrT67RhC6x1QvTl,0,Foto,,,,,Total,0,0,12,5,,17,0,0,0,0,0,13,2,15,979,1021,,
463022852013656,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/13/2022 12:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0x6W6M6tKAnC6k7j6HJWCWXxrJYfvGcqfQCxn4on38jrvjryBEz4dC8qvmq7XGw56l,0,Foto,,,,,Total,0,0,67,28,3,98,0,0,0,0,1,44,4,49,711,725,,
463025112013430,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/13/2022 12:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02VqEoX4weqdWvbLrn7kTaZkXrjZpYHuRQMwSkkzrjhp6WBgunGA9hVARYy3ees1ASl,0,Foto,,,,,Total,0,0,7,8,,15,0,0,0,0,0,25,2,27,872,901,,
463100835339191,103185414664070,"Philosophical Gym Bro","Actualización de estado","Admin pic
Felt cute might delete later",0,"01/13/2022 15:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oWwUpXQx5zLW3UriN8pTmUAX5DWN4ECoEuqWnJxpsjLZh1pQ1YNN8nFTY9XNSQe5l,0,Foto,,,,,Total,0,0,13,5,,18,0,0,0,0,1,19,0,20,791,810,,
463140248668583,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/13/2022 17:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Y8uuYMdxbauxH4izjZbc4GoQRrKAKNhj3Uf9hkGBy7qvrN795ku1fEQPXzf71UTYl,0,Foto,,,,,Total,0,0,26,31,,57,0,0,0,0,1,23,2,26,697,728,,
463267398655868,103185414664070,"Philosophical Gym Bro","Meme Symposium",,0,"01/13/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ohKGDmNbsgGn483tzmQVWSqfz9XQHHh1zuR2PPe26M3N62bm26bSfNiPhpeVWrNxl,0,Otro,,,,,Total,0,0,73,40,,113,0,0,0,0,2,103,12,117,1578,1642,1,
463862851929656,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/14/2022 21:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0EfLKjPweQ6E6YTDSejvYr9P5X7hGTrUWA7cAzaUV6xDDL3AvaGoLN41ZnnxZHJZvl,0,Foto,,,,,Total,0,0,105,41,,146,0,0,0,0,7,90,7,104,1684,1709,,
464417035207571,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/15/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qY1mDmkQtfgUbhdjWGEEsoe5oy2rkiTJCuSmox3NFqWtEZ7iatJAmyeR5jFHVsX5l,0,Foto,,,,,Total,0,0,19,10,,29,0,0,0,0,0,26,2,28,635,666,,
464724558510152,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/16/2022 07:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DdpC6wcUSMXAopUHLt85WdVB683FpGC8hihPPn4aLsNRHACUnjn4LcVc5rKT77NBl,0,Foto,,,,,Total,0,0,144,141,,285,0,0,0,0,3,71,7,81,1666,1737,,
464756578506950,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/16/2022 08:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid05FPhf2PBe8tYZBFD4eGyCEs4G1NSckguxw2oHxXYMUU9w9v1VAWMvF1g6yY8QzK6l,0,Foto,,,,,Total,0,0,178,79,,257,0,0,0,0,6,68,5,79,1485,1544,,
465063451809596,103185414664070,"Philosophical Gym Bro",,"Before y'all get mad, remember they're both Bri'ish and therefore equally subhuman
OC",0,"01/16/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid022iqATpdULL4JZvvaDNVSi7w9VNRaZmai4DPe9ZjC268VRYr6zyCnVv9u8MKHuUKPl,0,Foto,,,,,Total,0,0,16,1,,17,0,0,0,0,1,21,1,23,440,478,,
465602718422336,103185414664070,"Philosophical Gym Bro",,,0,"01/17/2022 16:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02NjkvzJCnYk8GA3s4kTxwmqSZSCRWMfhrp2NsSUh93kGvKaZkwMBy2bRRewqDHd3l,0,Foto,,,,,Total,0,0,150,42,,192,0,0,0,0,2,101,16,119,4120,4298,,
465691301746811,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/17/2022 20:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02qvwuaLz2FrSkbu4U76MgqbFDtKaY94hsmNzefUTAKdVfWVKJC5s2pFcbPccZyfrJl,0,Foto,,,,,Total,0,0,21,26,,47,0,0,0,0,0,18,1,19,876,922,,
466023235046951,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/18/2022 08:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid01JGby4b7kvzMrREx46yLS9xJ7GV4dzkTweWGpaaMWQZGkvbf55kywi9pRRvRo6Ntl,0,Foto,,,,,Total,0,0,47,38,,85,0,0,0,0,1,19,4,24,992,1030,,
466241728358435,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/18/2022 18:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid025i9YQh2uVuEngq811D9iTPRrtJxumq31Cw57NAtp8G6187g1VJ8KqCyiiwQg5tfbl,0,Foto,,,,,Total,0,0,24,8,,32,0,0,0,0,0,44,5,49,726,748,,
466243071691634,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"01/18/2022 18:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0xBxoVEd3bGLjnY1h9cuNUiYgsRLQnr3awescvo6eTqKb1KSb2XRZCwPDSJwb1j8Cl,0,Foto,,,,,Total,0,0,10,6,,16,0,0,0,0,1,13,1,15,607,654,,
466563624992912,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/19/2022 07:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036kDHUwEnfneG9wz2oR4YQV6z3GLCGvFxSH5z3bJ1zSEP3Y3HDySUAd6Azw37mEfxl,0,Foto,,,,,Total,0,0,60,110,,170,0,0,0,0,0,30,0,30,1086,1125,,
466684748314133,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/19/2022 11:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02qZ751p36ap9qntywKNvy1xQQNepUpFiM6vG3ZVvLZsG8LEQKBTrs4wSdEPdXuJVil,0,Foto,,,,,Total,0,0,10,2,,12,0,0,0,0,0,13,0,13,823,860,,
466907581625183,103185414664070,"Philosophical Gym Bro","Fotos subidas con el móvil",,0,"01/19/2022 21:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0szRYQ3vXVANr6WkpXqejMPv5K6biij2r8FNWS8QSLTow2RxTRJmhx2CYi6hdgCH8l,0,Foto,,,,,Total,0,0,42,34,,76,0,0,0,0,3,41,6,50,1242,1256,,
466929611622980,103185414664070,"Philosophical Gym Bro","Actualización de estado","I will keep posting Disco Elysium until the other admins play it",0,"01/19/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02q7SY4Bg4RDrfDrSds6fia26FZHge2VNFPM72bVwrd2fcZ3dAVkn2p1xqbwU61LF7l,0,Foto,,,,,Total,0,0,27,32,,59,0,0,0,0,0,16,5,21,857,881,,
467246471591294,103185414664070,"Philosophical Gym Bro","Political Compass Memes 9",,0,"01/20/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026pUNt4aAJqkH8o9gm3dVGyRCqmBB5cvZ6XaBq1ZkeSiCjvHGJiqbeSgfshejjXQMl,0,Otro,,,,,Total,0,0,16,10,,26,0,0,0,0,0,16,2,18,692,748,,
467248228257785,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/20/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0d2Xngggfa7FjwZPyEuwpQv4UjH9hz9EyREZr2WmgRQRk5qVxQdkUTao5wsaEvsy2l,0,Foto,,,,,Total,0,0,8,24,,32,0,0,0,0,0,18,1,19,772,800,,
467432398239368,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/20/2022 18:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UnJJUkAJyDYSBu4kCHiB9u15i2WXhRmKDTFJGzNdLsbvucEbZmDQrbUfavgfMdRtl,0,Foto,,,,,Total,0,0,55,66,,121,0,0,0,0,0,55,5,60,1376,1447,,
468414591474482,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/22/2022 09:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02b3CoYD9PwgwuBvRHTkgrhkjP5SMWF4WB4x3Jqvs3i2xTd1L7A6WE8DN2gxJdqdiil,0,Foto,,,,,Total,0,0,70,38,,108,0,0,0,0,2,64,1,67,854,905,,
468714814777793,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/22/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0g7rXFTxbxQkJdZ6EFj8GBmpo6xbWZ1BbFQBiyDbp5qMfB9UCuiErpFARKFRdktVfl,0,Foto,,,,,Total,0,0,21,23,,44,0,0,0,0,0,26,0,26,972,1006,,
469019654747309,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/23/2022 09:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0AJWgYDjPDqH3F8KPrrDYnCtjZsUSQENuf7tk6TMAJd5mgNBRSjgUcxeTPmeFhfyol,0,Foto,,,,,Total,0,0,85,116,,201,0,0,0,0,2,41,4,47,1497,1557,,
469073438075264,103185414664070,"Philosophical Gym Bro",,,0,"01/23/2022 12:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02hncXWa7fDeuvZvVsYrSccBq7VUsV36LaZoNUZpzjxR2vbTVGRQetBHQaQLV3pFZql,0,Foto,,,,,Total,0,0,58,18,,76,0,0,0,0,4,80,5,89,1630,1648,,
469539641361977,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"01/24/2022 07:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fP9raDrixoxPDbuHNEE3BrV2WKyutCbxd3aQkr9Wc81H5BwTcxjM5E3CsU71GTu2l,0,Otro,,,,,Total,0,0,17,8,,25,0,0,0,0,1,9,0,10,679,711,,
469569618025646,103185414664070,"Philosophical Gym Bro",,"Rise and Grind, Kings. Those hoe's aint gonna scare themselves. 😤😤💪",0,"01/24/2022 08:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036wTgUaLUT5jqPr7Wk7nek9JCnmUeEK91neS4uC1qYSJ6haJiJMMfuxgQvpHxANBrl,0,Texto,,,,,Total,0,0,11,,,11,0,0,0,0,2,39,4,45,499,533,,
469575331358408,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/24/2022 08:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02jdCiZcNo9crXkiojRYHqicp72ZQNrRjoqKkeZmrmvvodYx21ALWrWYFqoJKVusksl,0,Foto,,,,,Total,0,0,43,13,,56,0,0,0,0,2,37,4,43,1014,1054,,
469803671335574,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/24/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0iWDwGFD4CTMgcfmtGfk95qj2d6bgeufYPn5vNv734vEwMRRmaDB8iFRftHXNdaF2l,0,Foto,,,,,Total,0,0,83,32,,115,0,0,0,0,1,97,7,105,1468,1510,,
469887351327206,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"01/24/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02CybAenZC5QADup7k2r8XRe5Y7eheAsLb8PmM4mTsUA1MTnyjsMpExRbNcaF1LkvAl,0,Foto,,,,,Total,0,0,4,3,,7,0,0,0,0,0,26,2,28,613,652,,
470235657959042,103185414664070,"Philosophical Gym Bro","Actualización de estado","Bad fishe. No evolve. Only swimme.",0,"01/25/2022 11:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02tH2JYsPD1DUtfGgiFqnufor3j8deg6N6KtmE9dZA5Z8fMbCog2K6FqEGVTgDGCQPl,0,Foto,,,,,Total,0,0,34,36,,70,0,0,0,0,0,70,9,79,1303,1347,,
470730417909566,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/26/2022 07:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02do65Q9iYuyzSzbHvvz6guwMdxYp3YhiNNvHpUCZGwYUHcq1PxGdRzcGWTugsYFTXl,0,Foto,,,,,Total,0,0,38,16,,54,0,0,0,0,2,34,3,39,907,933,,
471059917876616,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/26/2022 20:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hMpkX2L5kQUR5yUnAFjBegD8iTTK9rig2yPu8pBJbQXRL3zkM1dAd5cA3vSKCJzKl,0,Foto,,,,,Total,0,0,168,224,,392,0,0,0,0,1,70,9,80,1823,1844,,
471121061203835,103185414664070,"Philosophical Gym Bro","Actualización de estado","A monument to all my sins",0,"01/26/2022 22:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08g9vMt11GnWLDi7eGYZv4pccz7DnZjx45BqVvbWuSfDRA6ccgL2PEK9EGJJMKpvql,0,Foto,,,,,Total,0,0,11,5,,16,0,0,0,0,0,19,0,19,869,906,,
471144721201469,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/26/2022 23:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0gNGdnDarVvCiLvszqdgKhmvB697URJbSrHCQpcbN8HTmXGwcqt3rdRPYRsHh8eJHl,0,Foto,,,,,Total,0,0,53,28,,81,0,0,0,0,2,60,5,67,1452,1470,,
471433871172554,103185414664070,"Philosophical Gym Bro","Actualización de estado","Stoicism hours",0,"01/27/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02GbvnVtY2H3t9DQtmXP9JRdv2aY8ceTWF5yC5qN2SfTaMEMFWL54prBcso8YqixS6l,0,Foto,,,,,Total,0,0,60,76,,136,0,0,0,0,1,102,8,111,1641,1653,,
471501607832447,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"01/27/2022 13:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08kQyj25KKKpugrPxPtRgwW74qrLYkFwnMEWaa6quygMkd27JXGbmg39bgg4RriNsl,0,Otro,,,,,Total,0,0,171,82,,253,0,0,0,0,2,68,8,78,1830,1900,,
471589404490334,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/27/2022 17:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TjoFJvaRvj5RCTsWNz53Ui4ztMNeL7o4QE66BQoGWTmpMfaqZseGCp7UdjpHnw1Kl,0,Foto,,,,,Total,0,0,50,12,,62,0,0,0,0,1,43,6,50,972,1032,,
472027021113239,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/28/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02L74Px5yvt7FDs6hDr5zyW5Ld5NruyS1aWYc1NPvwRgjo1y6fdhjgXj1Rgmbm8ruwl,0,Foto,,,,,Total,0,0,2,6,,8,0,0,0,0,0,3,0,3,766,800,,
472095424439732,103185414664070,"Philosophical Gym Bro",,,0,"01/28/2022 12:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02AwKF5JBGek21XmmoyFGWpeuy1CgbmpSNNPPe2tcQfdPia5Ti413EFen4CGWBUwBtl,0,Foto,,,,,Total,0,0,8,6,,14,0,0,0,0,4,24,3,31,740,782,,
472178061098135,103185414664070,"Philosophical Gym Bro",,"Go ahead Deleuzians explain what I got wrong (seriously though)",0,"01/28/2022 17:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid04EJuZP57Paq8qVg4fkQXvu4z6eBaTNrLFeMEQZCdbVnmaqSsoZqjP1kFjussn9gBl,0,Foto,,,,,Total,0,0,128,31,,159,0,0,0,0,9,80,9,98,3624,3710,,
472182631097678,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/28/2022 17:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034cuzJ89EYJRNQQieRiL861YRgCPcumT2t6nnUDABEjEejTGwbzKuLDLKwyUBp7Kvl,0,Foto,,,,,Total,0,0,79,34,,113,0,0,0,0,0,35,4,39,1353,1423,,
472240644425210,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/28/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid023AiPd69ACSTTv8QjP31chbFsqXh5Xm4zzCyjZHYZwjUD8sAB5rMFQrnb1EToX3v6l,0,Foto,,,,,Total,0,0,43,15,,58,0,0,0,0,1,49,2,52,1305,1348,,
472615204387754,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/29/2022 11:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02EiVvvpHr3oNecokqRdMXEVCXdwrPCe2bbs5EPVRedeoKSC7BHfMCjxjG28DUwe2Xl,0,Foto,,,,,Total,0,0,24,12,,36,0,0,0,0,0,26,2,28,956,1006,,
473406427641965,103185414664070,"Philosophical Gym Bro",,,0,"01/30/2022 18:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0eZ6nhp8ne2r6j6nwpXsih7JUrp3zGTB2FXJijwiveHMec1Jewp5GbvPyDqJufxTPl,0,Foto,,,,,Total,0,0,70,18,,88,0,0,0,0,7,81,11,99,2096,2296,,
473475427635065,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/30/2022 21:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0VpaqFqg4s61me1JUQRtrA3UNZpHpoFNecq3eyuH4PoTiGuY65MkPvbiG2BXLfzVAl,0,Foto,,,,,Total,0,0,15,6,1,22,0,0,0,0,0,14,1,15,1115,1186,,
