identificador de la publicación,Identificador de la página,Nombre de la página,Título,Descripción,Duración (segundos),Hora de publicación,Tipo de subtítulo,Enlace permanente,Se usa en varias publicaciones,Tipo de publicación,Idiomas,Etiquetas personalizadas,"Estado ""Contenido financiado""",Comentario,Fecha,Reproducción de vídeo de 3 segundos,Profundidad de desplazamiento diaria en el artículo,Personas alcanzadas,Tiempo medio dedicado al artículo,Impresiones,Segundos reproducidos,Reproducciones de vídeo de 60 segundos,Otros clics,Clics en el enlace,Visualizaciones de fotos,Total de clics,Segundos reproducidos de media,Comentarios,Me gusta,Veces compartido,Interacciones,Comentarios negativos únicos de los usuarios: Ocultar todo,Comentarios negativos únicos de los usuarios: Ocultar
5.25604E+14,1.03185E+14,Philosophical Gym Bro,,"Recently, some Japanese engineers decided to try putting googly eyes on self driving cars to see if it improved the way that they interacted with people.

An unintentional side-effect, the cars look anxious AF.",0,9/30/2022 16:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02dQ3ZdPU72jZDVtnjVGzm2yeqMbJdh5G3tYEi7ie5rwXwmL5LqV4TFzorz64gh91El,0,Foto,,,,,Total,0,0,977,0,1003,0,0,5,,16,21,0,0,16,3,19,,
5.25665E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/30/2022 18:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TgjtbFSjvsLyiw8kd8qq5RPRMk88VJhv2Z4z7FxCQfwm7kZkKGLp7P1yZHe5RHTyl,0,Foto,,,,,Total,0,0,1320,0,1334,0,0,25,,25,50,0,1,19,8,28,,
5.81662E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/17/2022 15:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02p5GNhHB93WHBCMSW6itUceQmvMkWA9doDxD79TJo6fSqDGVSeb7CoknmDEz3z1Ckl,0,Foto,,,,,Total,0,0,1148,0,1227,0,0,52,,27,79,0,3,34,5,42,,
5.70886E+14,1.03185E+14,Philosophical Gym Bro,,Ethics minors seething,0,7/1/2022 11:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026r14Eu91JXKVWeZuNy8SrvZ6QMAMjfCEuLBPombb1z4Jf2ihvozr6aL94AkdaziFl,0,Foto,,,,,Total,0,0,2976,0,3229,0,0,189,,19,208,0,12,116,13,141,,
5.70984E+14,1.03185E+14,Philosophical Gym Bro,,"Master Chief's romantic attachment to Cortana is both Oedipal- because she was made to look like his surrogate mother, and incestuous, because Cortana is herself the 'Daughter' of Master Chief's 'Mother', and thus his sister.",0,7/1/2022 16:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid021Cv9Jg4tzqfYimuQQP9xzVp4LzJwfrejvU5GUbfWhzr1pm9q4WNvxhoxBM3xKuSjl,0,Texto,,,,,Total,0,0,1341,0,1404,0,0,49,,,49,0,6,17,5,28,,
5.71701E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/2/2022 18:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02AHdx1No2N17C42AFqpmaHfUHeCnzjSxJNa7sDTa4bJo9KvuPps95TmCUPNQwm1q9l,0,Foto,,,,,Total,0,0,2577,0,2661,0,0,88,,55,143,0,2,101,24,127,,
5.72338E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/3/2022 16:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02rTk86GBNDaHHR1AQSGrtBswpG36QfUtVi1LoQD89kGixF7tEJGCTcFcjFs7QRe1jl,0,Foto,,,,,Total,0,0,1127,0,1182,0,0,29,,12,41,0,0,26,4,30,,
5.72434E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/3/2022 20:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ArBWeY4mBFe8QREvXwrJod3fWkoTbSGG1xXGWVndWF34D7iH4bdZBgSPDMco9rDvl,0,Foto,,,,,Total,0,0,1547,0,1639,0,0,38,,44,82,0,0,33,6,39,,
5.73022E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Funk Valhalla,0,7/4/2022 19:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Hkf2rwaUweUh81WdnG43uK8uzwUiZVrQbLT5eR4LBqaUvYhP4QFLB19DbZtJWwZcl,0,Foto,,,,,Total,0,0,2193,0,2320,0,0,97,,193,290,0,2,15,3,20,,
5.73027E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/4/2022 19:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0yotBGJ489SwNaTvK2x9QBeaXAaKJSfKn6C7XDtuWKne8wwSsYgRdZLj4MW3Ef7jxl,0,Foto,,,,,Total,0,0,1468,0,1526,0,0,78,,37,115,0,1,18,1,20,,
5.73382E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/5/2022 07:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0dLmbcXj2cLBn7sfRBskQry4D3UbqfdNQ5VRAFdcqJchJq3js7BdapqhDqqLvF24kl,0,Foto,,,,,Total,0,0,1318,0,1346,0,0,33,,49,82,0,0,14,1,15,,
5.73584E+14,1.03185E+14,Philosophical Gym Bro,How to Gain Muscle Mass Even Though You Are Going to Die,,0,7/5/2022 14:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036sJyvsf3Ays1hjC42imbu4m91dWX83EEcnSfkSGhY94VJ59FvJ5eURKwb6WayE7bl,0,Enlace,,,,,Total,0,0,1801,0,1937,0,0,111,70,,181,0,17,115,21,153,,
5.73593E+14,1.03185E+14,Philosophical Gym Bro,Slavoj Žižek Dank Meme & Discussion Stash: The Phoenix,,51,7/5/2022 15:07,auto,https://www.facebook.com/GymKingSadBoi/posts/pfbid05wui7T2fuVze4En2tP6yvSQZkq9AxsAwfCxXA2LdKTLyd1KxYegmEwyCDekjVo6pl,0,Otro,,,,,Total,217,0,645,0,682,0,0,65,,,65,0,1,11,0,12,,
5.74203E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,"No, it's the Gemeinsamesdasein Spot, a metaphysical concept described in German philosophy, like Heidegger.",0,7/6/2022 15:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02NTnoDpumCb4STYU5fV8D2y7xczzjUyKYkBZUjvcYoN8ppe6CCUSKXVtZ1Yp2WWVRl,0,Texto,,,,,Total,0,0,1512,0,1630,0,0,118,,,118,0,1,45,6,52,,
5.74256E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,They can't keep getting away with it,0,7/6/2022 17:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid038L4Jz9L9bB726285WM9912NUAiFrg82M6Z48WJMUZpag58dkeAQEMWZcAPNmWs19l,0,Foto,,,,,Total,0,0,2285,0,2393,0,0,124,,24,148,0,1,41,11,53,,
5.74413E+14,1.03185E+14,Philosophical Gym Bro,,"'luv meat
'luv dairy
'ate vegetables

Simple as",0,7/6/2022 23:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02M3zU4nyU1hSUNTdv2d9Z465pp2Mq8JVpBnsKBMnuqq4RrHQc4yEsmf6KFDzVtaDGl,0,Foto,,,,,Total,0,0,1074,0,1146,0,0,35,,11,46,0,4,13,1,18,,
5.74744E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/7/2022 09:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0259AbNFTsHmM6hb5JUYKqWTmwoRXqLAuoXJ5bU3mxEs6FhgsNG5k1xgexBdRTSSBKl,0,Foto,,,,,Total,0,0,873,0,930,0,0,52,1,32,85,0,0,26,8,34,,
5.74778E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/7/2022 10:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02GJtgDWSHHhdXUwRdWKWHW85xY6z2KyCDAZW337mvdN3gr4uRAjpDnTF7brh3rqMAl,0,Foto,,,,,Total,0,0,1189,0,1257,0,0,31,,23,54,0,0,42,8,50,,
5.75531E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,"Here at Philosophical Gym Bro, we are both",0,7/8/2022 11:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0EY1w5pNkCLLsseyLvyM8n11US3BGWm4MrqQKCat9CBr1Lo1pPrJyHYATw6BH3pbDl,0,Foto,,,,,Total,0,0,3197,0,3267,0,0,185,,37,222,0,9,171,20,200,,
5.75686E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/8/2022 17:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wHefewCqU4v9GDUeSbtmtQHeyXaLzsNyP81wqvnVb1TN2dJLZAtP7SJL1TTFjKTul,0,Foto,,,,,Total,0,0,1746,0,1871,0,0,35,,27,62,0,0,46,5,51,,
5.75823E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/8/2022 22:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid027QKyYtYJ6wGBujtRuRCyCP9aBgVWjxUN1FWWi26EnqJ7zKom5kU7BRDagzX5Jkdkl,0,Foto,,,,,Total,0,0,936,0,996,0,0,17,,9,26,0,0,9,1,10,,
5.7618E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/9/2022 09:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Z8gh3ZtjhqXEMzX8zPfoAce7z7RffFzFgQPecteV3mRyTsnKuBZdfLboptaYsxj5l,0,Foto,,,,,Total,0,0,2085,0,2166,0,0,84,,41,125,0,0,44,8,52,,
5.76186E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/9/2022 09:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02JEcYpqXj1ZXxJqEDN6qEDX4AEDtZEYYVKsBmSHWB5um8LLarJja3MJxJqyWGfwAcl,0,Foto,,,,,Total,0,0,1923,0,2022,0,0,105,,21,126,0,6,25,3,34,2,
5.76915E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Uhh based,0,7/10/2022 11:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02P6vRNjX8rA4GbRiZZseqsvJZks3aqKrhie1XWWQi4y9cMM4kmwMz4KonXRmqY7Fil,0,Foto,,,,,Total,0,0,2022,0,2126,0,0,87,,23,110,0,3,54,5,62,,
5.77666E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/11/2022 14:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Lvg5RDQZp7e12FeZK1qW1kd4Bz6qk1C3qKeXR1u7eYYKdWnjqpNThjWgNr14EaPdl,0,Foto,,,,,Total,0,0,1799,0,1879,0,0,46,,41,87,0,0,52,12,64,,
5.77881E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/11/2022 22:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02bdVmB5mjHsQQ3rr3Ayz2J4AsDESJi9AHrY2pCUWSeFbGUq6f8QtoVViyST6nHWXRl,0,Foto,,,,,Total,0,0,1155,0,1245,0,0,31,,20,51,0,0,14,0,14,,
5.7853E+14,1.03185E+14,Philosophical Gym Bro,Fotos subidas con el móvil,,0,7/12/2022 22:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02e3cXK76aPb5VcRfvR6eis1NB7WjXD7k8J4NmQdGh64CeBoyVGYBQuM4xbA6Wi6TGl,0,Foto,,,,,Total,0,0,1086,0,1158,0,0,18,,13,31,0,0,6,4,10,,
5.7858E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/12/2022 23:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0uWStwQEskUaySSyVmVvouYe3pxzLe7yJcQpCAvtTSR32nTLeskzNKRttkx94sULXl,0,Foto,,,,,Total,0,0,3187,0,3341,0,0,256,,85,341,0,6,214,39,259,,
5.78863E+14,1.03185E+14,Philosophical Gym Bro,Meme Symposium,,0,7/13/2022 08:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0245a8uBS5XkYySCTS6t3cjo3vUUFeRuzaSTrBSy6Gtd4QPxPt5TNS66fJnkTrx3Rfl,0,Otro,,,,,Total,0,0,2405,0,2522,0,0,134,,127,261,0,2,123,14,139,,
5.79856E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/14/2022 22:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid05Jn4XJnCRCgPS7v115QMG1BQLBAf5iRV7b96xKUrSKTyPidKpJURQq9SczDsSbUEl,0,Foto,,,,,Total,0,0,2535,0,2703,0,0,107,,40,147,0,1,66,21,88,,
5.80935E+14,1.03185E+14,Philosophical Gym Bro,Tiamat's Tavern (Memes for D&D),Reposting this classic,0,7/16/2022 11:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02gUbxWkTcutyGJezYqjcdRcsc3rsGmKypy85uehZBCGSuLipqTtfEYhhUQsgPHW4ml,0,Otro,,,,,Total,0,0,1946,0,2047,0,0,38,,44,82,0,0,39,14,53,,
5.80971E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/16/2022 12:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wSpjoxbuTEZUjTqBR7GchSKRNzKCqM22p2TH1tJrTkH9ay8ZmXRRMUT5iiLJuPX9l,0,Foto,,,,,Total,0,0,1657,0,1752,0,0,40,,21,61,0,0,24,5,29,,
5.80987E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Downward into the abyss dog,0,7/16/2022 13:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02zkpEnFRhXVcNd14nQQJXQ8Him7THsomqrtasxRBsY17KdTHaTML92Hu4rmMnu1eHl,0,Foto,,,,,Total,0,0,814,0,858,0,0,15,,2,17,0,2,7,1,10,,
5.81578E+14,1.03185E+14,Philosophical Gym Bro,,OC,0,7/17/2022 11:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0G1Cbfu4xKvjt1BPSr2SLq4BtSaMmw5RcvrXXUhuPLDN5D3WBeFeKbmyWb2dLqq12l,0,Foto,,,,,Total,0,0,1426,0,1486,0,0,19,,15,34,0,0,20,3,23,,
5.81643E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/17/2022 14:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0b4Wu36jxMRemyHM1xrur3Wct9saC6BDNCV337dQbTPCnzJtm28yHh746QujVW2gRl,0,Foto,,,,,Total,0,0,1770,0,1821,0,0,50,,17,67,0,0,31,5,36,,
5.70785E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,7/1/2022 08:07,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09tbVhqSjufyQWWeC6Mrk1NYpyhumjkFGA58h722EYaxnh8iDQfQhSy6DSGMUvKQvl,0,Foto,,,,,Total,0,0,1209,0,1267,0,0,61,,21,82,0,1,6,0,7,,
