"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,Impresiones,"Reproducciones de vídeo de 60 segundos","Segundos reproducidos","Segundos reproducidos de media",Comentarios,"Me gusta","Veces compartido",Interacciones,"Reproducción de vídeo de 3 segundos","Tiempo medio dedicado al artículo","Total de clics","Personas alcanzadas","Otros clics","Visualizaciones de fotos","Profundidad de desplazamiento diaria en el artículo","Clics en el enlace","Comentarios negativos únicos de los usuarios: Ocultar","Comentarios negativos únicos de los usuarios: Ocultar todo"
261909575458319,103185414664070,"Philosophical Gym Bro",,"variation on an older oc",0,"04/01/2021 11:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ypSTTSCZ2Noju3tbyQ4YrrGi9yDVahqFAxJaKe1BYzvW91cqokQDUavjQRgfBxD4l,0,Foto,,,,,Total,45,0,0,0,0,19,4,23,0,0,0,39,,,0
284715116511098,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/01/2021 16:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kjRtQ8RzhM18n6GciU76uHR5f6mrAWb7u46j3YbKCUPcLBef7rMs3Q4zPTY3Etv3l,0,Foto,,,,,Total,23,0,0,0,1,6,0,7,0,0,1,23,,1,0
272353534413923,103185414664070,"Philosophical Gym Bro",,"Metaphysics is basically the carbohydrates of philosophy tbh - Freudmin",0,"04/02/2021 15:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0N5dfJ2EJ19v5Znfp9VC9GnrQZrAmoDR6VS4X9DzWwATVmBBzX6SD32NDxHpfxrw9l,0,Foto,,,,,Total,74,0,0,0,4,55,13,72,0,0,0,70,,,0
285767913072485,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/03/2021 08:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0yank5KktQtW6kGoD9YReaevhLANe7eNvX486rMAeso2B87YXzvzUG2g8aP2YkPW2l,0,Foto,,,,,Total,25,0,0,0,0,24,0,24,0,0,2,25,2,,0
285778803071396,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/03/2021 09:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0KcMD481yyxkKCcbud78Z4bTvMuozKeb5U73FeoyQTrjjSPTvTRSj8JJzsjG4XQTql,0,Foto,,,,,Total,26,0,0,0,1,44,3,48,0,0,0,26,,,0
286086879707255,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/03/2021 22:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0apsmVt2k8vWWwsu2meiAjZNgVkkXLV2sJ6e227iDkqBBBX58tc5Ufp19oY5jgEX3l,0,Foto,,,,,Total,25,0,0,0,0,11,0,11,0,0,0,25,,,0
286522976330312,103185414664070,"Philosophical Gym Bro",,"Arthur Camus.",0,"04/04/2021 13:04",N/A,https://www.facebook.com/GymKingSadBoi/photos/a.103875024595109/286522976330312/?type=3,0,Foto,,,,,Total,33,0,0,0,0,17,4,21,0,0,0,31,,,0
286663859649557,103185414664070,"Philosophical Gym Bro","Actualización de estado","Happy Easter!",0,"04/04/2021 19:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid027keoVwC6SnxFCSoyPbjfH1HQ4PRThcMZueXvcKgXgoxLWygkvNpEG755njfhebTSl,0,Foto,,,,,Total,26,0,0,0,0,24,1,25,0,0,0,26,,,0
287260406256569,103185414664070,"Philosophical Gym Bro","Actualización de estado",bord,0,"04/05/2021 20:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02bjjTJkRW2xwdwLczBtHUYGztfGpLfnNYaA1DGZ2RE4jCeMX5bk2myyQZCaUNgG45l,0,Foto,,,,,Total,25,0,0,0,1,12,0,13,0,0,0,25,,,0
287542232895053,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/06/2021 07:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02gqN6ZNVR8eYN17BZcHDBd2ZrVwtNb8E8eQD7m4bYDku7GRU5hQ8ne4DgAGvvfNpgl,0,Foto,,,,,Total,26,0,0,0,3,19,0,22,0,0,0,26,,,0
287596606222949,103185414664070,"Philosophical Gym Bro","Actualización de estado",,27,"04/06/2021 09:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid031aLFcXNHCBMmEEbk89ueP2JrAyS88SvKj3V65Ki8ADamULtuidgP68V1w6dUknAal,0,Vídeo,,,,,Total,301,0,0,0,4,8,0,12,102,0,29,288,29,,0
288273872821889,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/07/2021 09:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid032U6f4b7TEzondJ7kiMuivWT2ooKtqFvySd1ozfEJZDEtsUVbNKhKFBNqx79P2Zhhl,0,Foto,,,,,Total,27,0,0,0,0,8,1,9,0,0,0,27,,,0
288424389473504,103185414664070,"Philosophical Gym Bro",,"The Chad 'just living my life"" / the virgin ""Unexamined life not worth living."" (O.C)",0,"04/07/2021 14:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kJrhGXchp5n3ZocSH5MeYondnWsLVrGL3zzNdv2d9PYpCWpLGfD6gdf4w7vufaN2l,0,Foto,,,,,Total,120,0,0,0,7,58,14,79,0,0,7,117,5,2,0
288924042756872,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/08/2021 09:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fyZhzxLBo41Ti616RZ57SM9JTGfbSyQETgwJSSrbDLLHSgqVggbmMQgBqAgchyrWl,0,Foto,,,,,Total,28,0,0,0,0,6,0,6,0,0,0,28,,,0
288925256090084,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/08/2021 09:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036SrnvpsEtKfTrxw1ZzWSmL6TviirB7JDhifJrcysh4JDjGrKH8P5uZ8f2gn1VGN9l,0,Foto,,,,,Total,29,0,0,0,0,12,2,14,0,0,1,29,,1,0
288952339420709,103185414664070,"Philosophical Gym Bro",,"Dramatization of actual events which happened to Freudmin the other day.",0,"04/08/2021 10:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02aiYKpuMerr14srXhXfEQW1P5WsGuMMuZzRtn1A2Si5xKxUyR34JRb6XbRxLP5ZQfl,0,Foto,,,,,Total,70,0,0,0,8,31,13,52,0,0,2,66,,2,0
289138986068711,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/08/2021 17:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0i6kki2DEGZs3maFLrQLBN4wwg9AZHkodLMxoELHNSaVTtoQGR5XY9dPuK6Zq2dJbl,0,Foto,,,,,Total,31,0,0,0,0,11,2,13,0,0,0,31,,,0
290354249280518,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/10/2021 16:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oG6hWK3KVkfCivvBjRH7hXSdkTDD6AikqcCrbpja6gTnxzRVg1oUBRHSDUNKe4UYl,0,Foto,,,,,Total,31,0,0,0,0,25,2,27,0,0,2,31,1,1,0
290431305939479,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/10/2021 19:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0pHQCQM81CCZwUYkdWCMpmVzEF3o64X7LCidHB3Ackhv175wnvbBputrnxxquUn8al,0,Foto,,,,,Total,32,0,0,0,0,18,1,19,0,0,0,31,,,0
290861989229744,103185414664070,"Philosophical Gym Bro","Actualización de estado","Finally, an explanation of Hegel",0,"04/11/2021 11:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0j2p9m7AZyLiVSfeA8MdxxzwYNQcNdFQJSq3a27S7TkRt1wE1hw5RqLKvj9m8LPoSl,0,Foto,,,,,Total,33,0,0,0,4,18,6,28,0,0,0,33,,,0
290864935896116,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/11/2021 11:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0GwvhCnTm79M96QGkPoMRCW3Tg3Zpsj17PcKDdtqWjT7eD6vDnnDSHsiePD3Kq1yvl,0,Foto,,,,,Total,34,0,0,0,1,21,5,27,0,0,1,34,1,,0
291040819211861,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/11/2021 18:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fCF5c51sxFmj4d3p4KePuygc8EHwsAP7KuXEVJp6j9Yq2QNhpuwn9n3K2fni4PVMl,0,Foto,,,,,Total,36,0,0,0,2,18,1,21,0,0,0,35,,,0
291467072502569,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/12/2021 08:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid023yFQ1YHmWgafueX9Wzqote8v7EzpKTcEiTYh987UAu4xWZoAX838zXM967Euaemvl,0,Foto,,,,,Total,37,0,0,0,0,11,1,12,0,0,0,36,,,0
291477725834837,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/12/2021 09:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02znuFoT38qDF3G6c1cboh6xgRchGPh3GjNu1yKcZH4oCcSHJyXK72DAmTQpFf1Xeil,0,Foto,,,,,Total,36,0,0,0,0,19,4,23,0,0,1,35,1,,0
291695682479708,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/12/2021 17:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Ve2XVMPycZiHJhpAprRRe65tCcg1wsnBhfHKrQ9WXds3EeFt1Ao2acBrUEyUJzZl,0,Foto,,,,,Total,37,0,0,0,0,34,4,38,0,0,0,35,,,0
291740205808589,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/12/2021 19:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Y6jsCRB5rdXVLsSBPuo3fcbgoSi7V8vyXRbW85dczQtAmJzEvnDHMUHMkgJHexyvl,0,Foto,,,,,Total,37,0,0,0,0,18,3,21,0,0,1,36,,1,0
284313529884590,103185414664070,"Philosophical Gym Bro","Actualización de estado","The tinfoil hat is the only thing that keeps the attachments away",0,"04/01/2021 00:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02uSdopSCKVkgvv6zjUMSn9JL9vBch83pPrJFEALWeJv6zyNcMSHHXatXk5M7FNYDal,0,Foto,,,,,Total,21,0,0,0,0,5,0,5,0,0,0,21,,,0
