"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Profundidad de desplazamiento diaria en el artículo","Tiempo medio dedicado al artículo","Otros clics","Visualizaciones de fotos","Total de clics","Segundos reproducidos de media","Reproducciones de vídeo de 60 segundos","Reproducción de vídeo de 3 segundos","Segundos reproducidos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Personas alcanzadas",Impresiones,"Comentarios negativos únicos de los usuarios: Ocultar","Clics en el enlace","Comentarios negativos únicos de los usuarios: Ocultar todo"
534635928664961,103185414664070,"Philosophical Gym Bro","Actualización de estado","Unironically sounds better than Ubik",0,"10/09/2022 13:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0vBKtenZk6LCPZzFi37co1LCCdptCzRBvFQE6TrMjcbRZjdTxJv2qxHCmYQeFi2QZl,0,Foto,,,,,Total,0,0,46,73,119,0,0,0,0,2,56,11,69,1943,1976,,,
528034982658389,103185414664070,"Philosophical Gym Bro",,OC,0,"10/03/2022 05:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid024uqr6m2TsK8S6JicXdUZJjoZWobZnSapCM4Sa4WHximXm7hUbxbbPzipsy8D62vrl,0,Foto,,,,,Total,0,0,36,63,99,0,0,0,0,1,66,21,88,3173,3295,
528476872614200,103185414664070,"Philosophical Gym Bro",,"I will not elaborate.",0,"10/03/2022 12:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02R7LfSn4tVSse5umNNsyJhiWhnHyCJvwqNEGxv8VAbKSVhYzxhP4dxQDcVD7fJWnUl,0,Foto,,,,,Total,0,0,14,40,54,0,0,0,0,0,41,12,53,1789,1823,
528809595914261,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"10/03/2022 21:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0252qEbjL3HZ7PGTQbwKsQYsDWmmRGoU9D43Y8Xg1QDBGekPtcBD6cVEyhTEFACLkul,0,Foto,,,,,Total,0,0,65,93,158,0,0,0,0,0,56,13,69,2566,2665,
529507872511100,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"10/04/2022 14:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0352HUnG1uNQH8fHaovjiBKkZndRtGJNapoMSMZgLBfr5xGd8soXgtBGvtGyywNjUil,0,Foto,,,,,Total,0,0,120,101,221,0,0,0,0,3,120,38,161,2707,2899,
529781809150373,103185414664070,"Philosophical Gym Bro",,"How I talk about my favorite raccoon/modern psychologist.",0,"10/04/2022 21:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02j8hUDUkX1A1R173e7yE3cNqLVAZmzWQNG1bAt51geMw6ce4g6ptw36kXVBsGtvfzl,0,Foto,,,,,Total,0,0,415,513,928,0,0,0,0,9,225,33,267,7332,8507,
530240519104502,103185414664070,"Philosophical Gym Bro",,"Homies be tripping.",0,"10/05/2022 08:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid035D6b7ZNh7poaqV89qAzm8SJcdWqtmeNyKyLrgkAFJSAN5x9h5XDgnd7ro96b6Wmjl,0,Foto,,,,,Total,0,0,98,92,190,0,0,0,0,7,84,9,100,3274,3418,
531852795609941,103185414664070,"Philosophical Gym Bro","Actualización de estado","""When you're not working do they put you in a little box? Frens."" ""Frens""",0,"10/06/2022 22:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02H5tMw1PRn9ZoxjRuXhr6U3opguyincp3KVkCVX8Jaag7DpL2LmY57cQ5JnZkkj33l,0,Foto,,,,,Total,0,0,35,98,133,0,0,0,0,0,27,3,30,1333,1369,
532399385555282,103185414664070,"Philosophical Gym Bro",,"I'm terms of the Turing test- machines have become indistinguishable from sufficiently inauthentic and stupid people who say nonsense simply to have said something.",0,"10/07/2022 09:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid022egTv7x34FYNi9k69sJmqaJmSjXrHP3FPVCJMjCzF6PBY9JnUhj6wb1fAXXWerZPl,0,Foto,,,,,Total,0,0,5,3,8,0,0,0,0,0,11,1,12,728,740,
532934972168390,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"10/07/2022 21:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02rmYcvXqjP7xTyueTYjPddpr1RgFwQ3dSkqKsuG8ovXJrrZRWxqQumGYRA8AHdYEMl,0,Foto,,,,,Total,0,0,64,40,104,0,0,0,0,4,38,5,47,2132,2211,
532976825497538,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"10/07/2022 23:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0SxusYPjxXP1vw5UywSRUhrio42axXzZtDmAvQW9vjFixLCeUDDHvRRFpy7icbppRl,0,Foto,,,,,Total,0,0,50,77,127,0,0,0,0,1,56,10,67,1476,1491,
533632465431974,103185414664070,"Philosophical Gym Bro","Actualización de estado","Fruedmin when he procrastinates staring into the abyss",0,"10/08/2022 15:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02qk2VJ5WZRGRtBW5Sr5XtKaR3xterdQKUcqHTQhEvWJDvMG2L8DvB24oDpqEfq7oSl,0,Foto,,,,,Total,0,0,63,68,131,0,0,0,0,0,52,1,53,2196,2214,
534507215344499,103185414664070,"Philosophical Gym Bro",,"When Senpai notices you",0,"10/09/2022 10:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid037eR2Tp14Rnb6CUL2NoB1Q8JUTnr3wks8P35FsJXnj38JkGHQEWkcvhYRZtWHcRXdl,0,Foto,,,,,Total,0,0,223,1317,1540,0,0,0,0,1,84,14,99,5188,5188,1
534508568677697,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"10/09/2022 10:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0pDMBvjZj1xemqUVPaTu45bviaTJaF9kxZrxM6qZGk7GQVP8iCzzS3DnWgcBpmMZQl,0,Foto,,,,,Total,0,0,65,24,89,0,0,0,0,3,50,2,55,1959,2025,
526032756191945,103185414664070,"Philosophical Gym Bro",,OC,0,"10/01/2022 05:10",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RLSprKY1KobHvTzaLDCJ41CG6eaDR1zRMi1FiDUSWzW3tKsySzw6GimNLGv2k28bl,0,Foto,,,,,Total,0,0,18,11,29,0,0,0,0,1,18,2,21,963,1011,
